Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Win_By_Innings,Man_Of_Match
2004-01-16,4,Hobart,Bellerive Oval,2003/04,VB Series,ODI,50,"Australia, Zimbabwe",Australia,Zimbabwe,international,Australia,bat,Australia,,148,,,AC Gilchrist
2015-03-08,32,,Sydney Cricket Ground,2014/15,ICC Cricket World Cup,ODI,50,"Australia, Sri Lanka",Australia,Sri Lanka,international,Australia,bat,Australia,,64,,,GJ Maxwell
2015-03-09,33,,Adelaide Oval,2014/15,ICC Cricket World Cup,ODI,50,"Bangladesh, England",Bangladesh,England,international,England,field,Bangladesh,,15,,,Mahmudullah
2015-03-10,34,Hamilton,Seddon Park,2014/15,ICC Cricket World Cup,ODI,50,"India, Ireland",India,Ireland,international,Ireland,bat,India,,,8,,S Dhawan
2015-03-11,35,Hobart,Bellerive Oval,2014/15,ICC Cricket World Cup,ODI,50,"Scotland, Sri Lanka",Scotland,Sri Lanka,international,Sri Lanka,bat,Sri Lanka,,148,,,KC Sangakkara
2015-03-12,36,Wellington,Westpac Stadium,2014/15,ICC Cricket World Cup,ODI,50,"South Africa, United Arab Emirates",South Africa,United Arab Emirates,international,United Arab Emirates,field,South Africa,,146,,,AB de Villiers
2004-01-18,5,Brisbane,Brisbane Cricket Ground,2003/04,VB Series,ODI,50,"India, Australia",India,Australia,international,India,bat,India,,19,,,VVS Laxman
2015-03-13,37,Hamilton,Seddon Park,2014/15,ICC Cricket World Cup,ODI,50,"New Zealand, Bangladesh",New Zealand,Bangladesh,international,New Zealand,field,New Zealand,,,3,,MJ Guptill
2015-03-14,39,Auckland,Eden Park,2014/15,ICC Cricket World Cup,ODI,50,"India, Zimbabwe",India,Zimbabwe,international,India,field,India,,,6,,SK Raina
2015-03-14,40,Hobart,Bellerive Oval,2014/15,ICC Cricket World Cup,ODI,50,"Australia, Scotland",Australia,Scotland,international,Australia,field,Australia,,,7,,MA Starc
2015-03-15,41,Napier,McLean Park,2014/15,ICC Cricket World Cup,ODI,50,"United Arab Emirates, West Indies",United Arab Emirates,West Indies,international,West Indies,field,West Indies,,,6,,JO Holder
2004-01-20,6,Brisbane,Brisbane Cricket Ground,2003/04,VB Series,ODI,50,"India, Zimbabwe",India,Zimbabwe,international,India,bat,India,,24,,,Yuvraj Singh
2015-03-15,42,,Adelaide Oval,2014/15,ICC Cricket World Cup,ODI,50,"Ireland, Pakistan",Ireland,Pakistan,international,Ireland,bat,Pakistan,,,7,,Sarfraz Ahmed
2015-03-18,,,Sydney Cricket Ground,2014/15,ICC Cricket World Cup,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,Sri Lanka,bat,South Africa,,,9,,Imran Tahir
2015-03-19,,,Melbourne Cricket Ground,2014/15,ICC Cricket World Cup,ODI,50,"Bangladesh, India",Bangladesh,India,international,India,bat,India,,109,,,RG Sharma
2015-03-20,,,Adelaide Oval,2014/15,ICC Cricket World Cup,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Pakistan,bat,Australia,,,6,,JR Hazlewood
2015-03-21,,Wellington,Westpac Stadium,2014/15,ICC Cricket World Cup,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,New Zealand,bat,New Zealand,,143,,,MJ Guptill
2004-01-22,7,Sydney,Sydney Cricket Ground,2003/04,VB Series,ODI,50,"India, Australia",India,Australia,international,India,bat,Australia,,,2,,Yuvraj Singh
2015-03-24,,Auckland,Eden Park,2014/15,ICC Cricket World Cup,ODI,50,"New Zealand, South Africa",New Zealand,South Africa,international,South Africa,bat,New Zealand,,,4,,GD Elliott
2015-03-26,,,Sydney Cricket Ground,2014/15,ICC Cricket World Cup,ODI,50,"Australia, India",Australia,India,international,Australia,bat,Australia,,95,,,SPD Smith
2015-03-29,,,Melbourne Cricket Ground,2014/15,ICC Cricket World Cup,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,bat,Australia,,,7,,JP Faulkner
2004-01-29,10,Melbourne,Melbourne Cricket Ground,2003/04,VB Series,ODI,50,"Australia, Zimbabwe",Australia,Zimbabwe,international,Zimbabwe,field,,no result,,,,
2004-02-01,11,Perth,W.A.C.A. Ground,2003/04,VB Series,ODI,50,"India, Australia",India,Australia,international,India,bat,Australia,,,5,,AC Gilchrist
2004-02-06,,Melbourne,Melbourne Cricket Ground,2003/04,VB Series,ODI,50,"India, Australia",India,Australia,international,India,bat,Australia,,,7,,RT Ponting
2004-02-08,,Sydney,Sydney Cricket Ground,2003/04,VB Series,ODI,50,"Australia, India",Australia,India,international,Australia,bat,Australia,,208,,,ML Hayden
2005-01-19,3,Brisbane,"Brisbane Cricket Ground, Woolloongabba",2004/05,VB Series,ODI,50,"West Indies, Pakistan",West Indies,Pakistan,international,Pakistan,field,Pakistan,,,6,,Kamran Akmal
2005-01-21,4,Brisbane,"Brisbane Cricket Ground, Woolloongabba",2004/05,VB Series,ODI,50,"West Indies, Australia",West Indies,Australia,international,West Indies,bat,,no result,,,,
2005-01-23,5,Sydney,Sydney Cricket Ground,2004/05,VB Series,ODI,50,"Pakistan, Australia",Pakistan,Australia,international,Australia,field,Australia,,,9,,MJ Clarke
2005-01-26,6,,Adelaide Oval,2004/05,VB Series,ODI,50,"Australia, West Indies",Australia,West Indies,international,Australia,bat,Australia,,73,,,B Lee
2005-01-30,8,Perth,W.A.C.A. Ground,2004/05,VB Series,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Australia,bat,Pakistan,,,3,,Abdul Razzaq
2005-02-01,9,Perth,W.A.C.A. Ground,2004/05,VB Series,ODI,50,"Pakistan, West Indies",Pakistan,West Indies,international,West Indies,field,Pakistan,,30,,,Yousuf Youhana
2005-02-04,,,Melbourne Cricket Ground,2004/05,VB Series,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Australia,bat,Australia,,18,,,A Symonds
2004-07-17,3,Colombo,Sinhalese Sports Club,2004,Asia Cup,ODI,50,"Pakistan, Bangladesh",Pakistan,Bangladesh,international,Pakistan,bat,Pakistan,,76,,,Yasir Hameed
2004-07-21,8,Colombo,R.Premadasa Stadium,2004,Asia Cup,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Pakistan,bat,Sri Lanka,,,7,,DNT Zoysa
2004-07-23,9,Colombo,R.Premadasa Stadium,2004,Asia Cup,ODI,50,"Bangladesh, Sri Lanka",Bangladesh,Sri Lanka,international,Bangladesh,bat,Sri Lanka,,,10,,ST Jayasuriya
2004-07-27,11,Colombo,R.Premadasa Stadium,2004,Asia Cup,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,India,bat,India,,4,,,V Sehwag
2004-08-01,,Colombo,R.Premadasa Stadium,2004,Asia Cup,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,Sri Lanka,bat,Sri Lanka,,25,,,MS Atapattu
2013-12-18,1,,Sharjah Cricket Stadium,2013/14,Pakistan v Sri Lanka ODI Series,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Pakistan,bat,Pakistan,,11,,,Mohammad Hafeez
2013-12-20,2,,Dubai International Cricket Stadium,2013/14,Pakistan v Sri Lanka ODI Series,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Sri Lanka,field,Sri Lanka,,,2,,AD Mathews
2013-12-22,3,,Sharjah Cricket Stadium,2013/14,Pakistan v Sri Lanka ODI Series,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Sri Lanka,field,Pakistan,,113,,,Mohammad Hafeez
2013-12-25,4,Abu Dhabi,Sheikh Zayed Stadium,2013/14,Pakistan v Sri Lanka ODI Series,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Sri Lanka,bat,Pakistan,,,8,,Mohammad Hafeez
2013-12-27,5,Abu Dhabi,Sheikh Zayed Stadium,2013/14,Pakistan v Sri Lanka ODI Series,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Pakistan,bat,Sri Lanka,,,2,,LD Chandimal
2003-04-03,1,Sharjah,Sharjah Cricket Association Stadium,2002/03,Cherry Blossom Sharjah Cup,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Pakistan,bat,Pakistan,,68,,,Abdul Razzaq
2003-04-04,2,Sharjah,Sharjah Cricket Association Stadium,2002/03,Cherry Blossom Sharjah Cup,ODI,50,"Sri Lanka, Pakistan",Sri Lanka,Pakistan,international,Sri Lanka,bat,Pakistan,,,7,,KC Sangakkara
2003-04-05,3,Sharjah,Sharjah Cricket Association Stadium,2002/03,Cherry Blossom Sharjah Cup,ODI,50,"Kenya, Zimbabwe",Kenya,Zimbabwe,international,Kenya,bat,Zimbabwe,,,5,,DA Marillier
2003-04-06,4,Sharjah,Sharjah Cricket Association Stadium,2002/03,Cherry Blossom Sharjah Cup,ODI,50,"Sri Lanka, Kenya",Sri Lanka,Kenya,international,Sri Lanka,bat,Sri Lanka,,129,,,KC Sangakkara
2003-04-07,5,Sharjah,Sharjah Cricket Association Stadium,2002/03,Cherry Blossom Sharjah Cup,ODI,50,"Sri Lanka, Zimbabwe",Sri Lanka,Zimbabwe,international,Sri Lanka,bat,Zimbabwe,,,4,,GW Flower
2003-04-08,6,Sharjah,Sharjah Cricket Association Stadium,2002/03,Cherry Blossom Sharjah Cup,ODI,50,"Pakistan, Kenya",Pakistan,Kenya,international,Pakistan,bat,Pakistan,,143,,,Shoaib Malik
2003-04-10,,Sharjah,Sharjah Cricket Association Stadium,2002/03,Cherry Blossom Sharjah Cup,ODI,50,"Zimbabwe, Pakistan",Zimbabwe,Pakistan,international,Zimbabwe,bat,Pakistan,,,8,,Taufeeq Umar
2013-08-27,1,,Harare Sports Club,2013,Pakistan in Zimbabwe ODI Series,ODI,50,"Zimbabwe, Pakistan",Zimbabwe,Pakistan,international,Pakistan,bat,Zimbabwe,,,7,,H Masakadza
2013-08-29,2,,Harare Sports Club,2013,Pakistan in Zimbabwe ODI Series,ODI,50,"Zimbabwe, Pakistan",Zimbabwe,Pakistan,international,Zimbabwe,field,Pakistan,,90,,,Mohammad Hafeez
2013-08-31,3,,Harare Sports Club,2013,Pakistan in Zimbabwe ODI Series,ODI,50,"Zimbabwe, Pakistan",Zimbabwe,Pakistan,international,Zimbabwe,field,Pakistan,,108,,,Misbah-ul-Haq
2013-08-27,49,King City,Maple Leaf North-West Ground,2013,ICC World Cricket League Championship,ODI,50,"Canada, Netherlands",Canada,Netherlands,international,Canada,field,,no result,,,,
2013-08-29,50,King City,Maple Leaf North-West Ground,2013,ICC World Cricket League Championship,ODI,50,"Canada, Netherlands",Canada,Netherlands,international,Netherlands,field,Netherlands,,,9,,T van der Gugten
2013-09-06,51,Belfast,"Civil Service Cricket Club, Stormont",2013,ICC World Cricket League Championship,ODI,50,"Ireland, Scotland",Ireland,Scotland,international,Scotland,bat,Ireland,,,1,,
2013-12-26,1,Auckland,Eden Park,2013/14,West Indies in New Zealand ODI Series,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,West Indies,field,West Indies,,,2,,DJG Sammy
2014-01-01,3,,Queenstown Events Centre,2013/14,West Indies in New Zealand ODI Series,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,West Indies,field,New Zealand,,159,,,CJ Anderson
2014-01-04,4,Nelson,Saxton Oval,2013/14,West Indies in New Zealand ODI Series,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,New Zealand,bat,New Zealand,,58,,,MJ Guptill
2014-01-08,5,Hamilton,Seddon Park,2013/14,West Indies in New Zealand ODI Series,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,New Zealand,field,West Indies,,203,,,DJ Bravo
2004-09-10,1,Birmingham,Edgbaston,2004,ICC Champions Trophy,ODI,50,"England, Zimbabwe",England,Zimbabwe,international,Zimbabwe,field,England,,152,,,PD Collingwood
2004-09-10,2,London,Kennington Oval,2004,ICC Champions Trophy,ODI,50,"New Zealand, United States of America",New Zealand,United States of America,international,United States of America,field,New Zealand,,210,,,NJ Astle
2004-09-11,3,Southampton,The Rose Bowl,2004,ICC Champions Trophy,ODI,50,"India, Kenya",India,Kenya,international,Kenya,field,India,,98,,,SC Ganguly
2004-09-13,5,Southampton,The Rose Bowl,2004,ICC Champions Trophy,ODI,50,"United States of America, Australia",United States of America,Australia,international,Australia,field,Australia,,,9,,MS Kasprowicz
2004-09-14,6,London,Kennington Oval,2004,ICC Champions Trophy,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Sri Lanka,field,Sri Lanka,,,4,,E Chigumbura
2004-09-14,7,Birmingham,Edgbaston,2004,ICC Champions Trophy,ODI,50,"Kenya, Pakistan",Kenya,Pakistan,international,Pakistan,field,Pakistan,,,7,,Shahid Afridi
2004-09-15,8,Southampton,The Rose Bowl,2004,ICC Champions Trophy,ODI,50,"West Indies, Bangladesh",West Indies,Bangladesh,international,Bangladesh,field,West Indies,,138,,,CH Gayle
2004-09-16,9,London,Kennington Oval,2004,ICC Champions Trophy,ODI,50,"New Zealand, Australia",New Zealand,Australia,international,Australia,field,Australia,,,7,,A Symonds
2004-09-17,10,Southampton,The Rose Bowl,2004,ICC Champions Trophy,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,Sri Lanka,field,England,,49,,,A Flintoff
2004-09-18,11,London,Kennington Oval,2004,ICC Champions Trophy,ODI,50,"South Africa, West Indies",South Africa,West Indies,international,West Indies,field,West Indies,,,5,,RR Sarwan
2004-09-19,12,Birmingham,Edgbaston,2004,ICC Champions Trophy,ODI,50,"India, Pakistan",India,Pakistan,international,Pakistan,field,Pakistan,,,3,,Yousuf Youhana
2004-09-21,,Birmingham,Edgbaston,2004,ICC Champions Trophy,ODI,50,"Australia, England",Australia,England,international,England,field,England,,,6,,MP Vaughan
2004-09-22,,Southampton,The Rose Bowl,2004,ICC Champions Trophy,ODI,50,"Pakistan, West Indies",Pakistan,West Indies,international,Pakistan,bat,West Indies,,,7,,RR Sarwan
2004-09-25,,London,Kennington Oval,2004,ICC Champions Trophy,ODI,50,"England, West Indies",England,West Indies,international,West Indies,field,West Indies,,,2,,IDR Bradshaw
2003-06-26,1,Nottingham,"Trent Bridge, Nottingham",2003,NatWest Series,ODI,50,"England, Zimbabwe",England,Zimbabwe,international,Zimbabwe,field,Zimbabwe,,,4,,GW Flower
2003-06-28,2,London,"Kennington Oval, London",2003,NatWest Series,ODI,50,"South Africa, England",South Africa,England,international,South Africa,bat,England,,,6,,VS Solanki
2003-06-29,3,Canterbury,"St Lawrence Ground, Canterbury",2003,NatWest Series,ODI,50,"South Africa, Zimbabwe",South Africa,Zimbabwe,international,Zimbabwe,field,South Africa,,46,,,JH Kallis
2003-07-01,4,Leeds,"Headingley, Leeds",2003,NatWest Series,ODI,50,"England, Zimbabwe",England,Zimbabwe,international,Zimbabwe,field,,no result,,,,
2003-07-03,5,Manchester,"Old Trafford, Manchester",2003,NatWest Series,ODI,50,"England, South Africa",England,South Africa,international,England,bat,South Africa,,,7,,JH Kallis
2003-07-06,7,Bristol,"The Royal & Sun Alliance County Ground, Bristol",2003,NatWest Series,ODI,50,"Zimbabwe, England",Zimbabwe,England,international,England,field,England,,,6,,A Flintoff
2003-07-10,9,Southampton,"The Rose Bowl, Southampton",2003,NatWest Series,ODI,50,"Zimbabwe, South Africa",Zimbabwe,South Africa,international,Zimbabwe,bat,South Africa,,,7,,M Ntini
2003-07-12,,London,"Lord's, London",2003,NatWest Series,ODI,50,"South Africa, England",South Africa,England,international,England,field,England,,,7,,D Gough
2004-06-27,3,Nottingham,Trent Bridge,2004,NatWest Series,ODI,50,"England, West Indies",England,West Indies,international,West Indies,field,West Indies,,,7,,DJ Bravo
2004-06-29,4,Chester-le-Street,Riverside Ground,2004,NatWest Series,ODI,50,"England, New Zealand",England,New Zealand,international,New Zealand,field,New Zealand,,,7,,JEC Franklin
2004-07-01,5,Leeds,Headingley,2004,NatWest Series,ODI,50,"West Indies, England",West Indies,England,international,England,field,England,,,7,,SJ Harmison
2004-07-06,8,London,Lord's,2004,NatWest Series,ODI,50,"England, West Indies",England,West Indies,international,West Indies,field,West Indies,,,7,,CH Gayle
2004-07-10,,London,Lord's,2004,NatWest Series,ODI,50,"New Zealand, West Indies",New Zealand,West Indies,international,West Indies,field,New Zealand,,107,,,DL Vettori
2003-04-21,,Dhaka,"Bangabandhu National Stadium, Dhaka",2003,TVS Cup (Bangladesh),ODI,50,"India, South Africa",India,South Africa,international,India,bat,,no result,,,,
2003-05-10,1,Dambulla,Rangiri Dambulla International Stadium,2003,Bank Alfalah Cup,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Sri Lanka,field,Pakistan,,79,,,Mohammad Hafeez
2003-05-11,2,Dambulla,Rangiri Dambulla International Stadium,2003,Bank Alfalah Cup,ODI,50,"Pakistan, New Zealand",Pakistan,New Zealand,international,New Zealand,field,New Zealand,,,7,,DR Tuffey
2003-05-19,5,Dambulla,Rangiri Dambulla International Stadium,2003,Bank Alfalah Cup,ODI,50,"New Zealand, Sri Lanka",New Zealand,Sri Lanka,international,Sri Lanka,field,New Zealand,,9,,,DL Vettori
2003-05-23,,Dambulla,Rangiri Dambulla International Stadium,2003,Bank Alfalah Cup,ODI,50,"Pakistan, New Zealand",Pakistan,New Zealand,international,Pakistan,bat,New Zealand,,,4,,SP Fleming
2003-10-23,1,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2003/04,TVS Cup (India),ODI,50,"India, New Zealand",India,New Zealand,international,India,bat,,no result,,,,
2003-10-26,2,Gwalior,"Captain Roop Singh Stadium, Gwalior",2003/04,TVS Cup (India),ODI,50,"India, Australia",India,Australia,international,India,bat,India,,37,,,SR Tendulkar
2003-10-29,3,Faridabad,"Nahar Singh Stadium, Faridabad",2003/04,TVS Cup (India),ODI,50,"New Zealand, Australia",New Zealand,Australia,international,New Zealand,bat,Australia,,,8,,BA Williams
2003-11-01,4,Mumbai,"Wankhede Stadium, Mumbai",2003/04,TVS Cup (India),ODI,50,"Australia, India",Australia,India,international,Australia,bat,Australia,,77,,,DR Martyn
2003-11-03,5,Pune,"Nehru Stadium, Poona",2003/04,TVS Cup (India),ODI,50,"New Zealand, Australia",New Zealand,Australia,international,Australia,field,Australia,,,2,,BA Williams
2003-11-06,6,Cuttack,"Barabati Stadium, Cuttack",2003/04,TVS Cup (India),ODI,50,"India, New Zealand",India,New Zealand,international,India,bat,New Zealand,,,4,,SB Styris
2003-11-15,9,Hyderabad,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",2003/04,TVS Cup (India),ODI,50,"India, New Zealand",India,New Zealand,international,India,bat,India,,145,,,V Sehwag
2004-08-21,1,Amstelveen,VRA Cricket Ground,2004,Videocon Cup,ODI,50,"Pakistan, India",Pakistan,India,international,India,field,Pakistan,,66,,,Shoaib Malik
2004-08-23,2,Amstelveen,VRA Cricket Ground,2004,Videocon Cup,ODI,50,"Australia, India",Australia,India,international,Australia,bat,,no result,,,,
2004-09-04,,London,Lord's,2004,Pakistan tour of England,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Pakistan,field,Australia,,10,,,A Symonds
2004-09-30,1,Multan,Multan Cricket Stadium,2004/05,Paktel Cup,ODI,50,"Pakistan, Zimbabwe",Pakistan,Zimbabwe,international,Pakistan,bat,Pakistan,,144,,,Abdul Razzaq
2004-10-03,2,Peshawar,Arbab Niaz Stadium,2004/05,Paktel Cup,ODI,50,"Zimbabwe, Pakistan",Zimbabwe,Pakistan,international,Pakistan,field,Pakistan,,,3,,Younis Khan
2004-10-06,3,Karachi,National Stadium,2004/05,Paktel Cup,ODI,50,"Sri Lanka, Pakistan",Sri Lanka,Pakistan,international,Sri Lanka,bat,Pakistan,,,8,,Shoaib Malik
2004-10-09,4,Rawalpindi,Rawalpindi Cricket Stadium,2004/05,Paktel Cup,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Sri Lanka,field,Sri Lanka,,,7,,MF Maharoof
2004-10-16,,Lahore,Gaddafi Stadium,2004/05,Paktel Cup,ODI,50,"Sri Lanka, Pakistan",Sri Lanka,Pakistan,international,Pakistan,field,Sri Lanka,,119,,,KC Sangakkara
2004-12-05,1,Melbourne,Docklands Stadium,2004/05,New Zealand tour of Australia,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,field,New Zealand,,,4,,HJH Marshall
2004-12-08,2,Sydney,Sydney Cricket Ground,2004/05,New Zealand tour of Australia,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,Australia,bat,Australia,,17,,,GB Hogg
2013-09-20,1,Benoni,Willowmoore Park,2013/14,Bangladesh Women in South Africa ODI Series,ODI,50,"South Africa, Bangladesh",South Africa,Bangladesh,international,South Africa,field,South Africa,,,6,,L Lee
2013-09-24,3,Centurion,SuperSport Park,2013/14,Bangladesh Women in South Africa ODI Series,ODI,50,"South Africa, Bangladesh",South Africa,Bangladesh,international,South Africa,field,South Africa,,,8,,T Chetty
2014-01-19,1,,Melbourne Cricket Ground,2013/14,Women's Ashes,ODI,50,"Australia, England",Australia,England,international,Australia,bat,England,,,7,,LS Greenway
2014-01-23,2,,Melbourne Cricket Ground,2013/14,Women's Ashes,ODI,50,"Australia, England",Australia,England,international,Australia,bat,Australia,,26,,,NE Bolton
2014-01-26,3,Hobart,Bellerive Oval,2013/14,Women's Ashes,ODI,50,"Australia, England",Australia,England,international,England,bat,Australia,,,4,,EA Perry
2014-01-19,1,Napier,McLean Park,2013/14,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,India,field,New Zealand,,24,,,CJ Anderson
2014-01-22,2,Hamilton,Seddon Park,2013/14,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,India,field,New Zealand,,15,,,KS Williamson
2014-01-25,3,Auckland,Eden Park,2013/14,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,India,field,,tie,,,,RA Jadeja
2014-01-28,4,Hamilton,Seddon Park,2013/14,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,India,bat,New Zealand,,,7,,LRPL Taylor
2014-01-31,5,Wellington,Westpac Stadium,2013/14,India in New Zealand ODI Series,ODI,50,"New Zealand, India",New Zealand,India,international,India,field,New Zealand,,87,,,LRPL Taylor
2014-08-27,2,Cardiff,Sophia Gardens,2014,India in England ODI Series,ODI,50,"England, India",England,India,international,England,field,India,,133,,,SK Raina
2014-08-30,3,Nottingham,Trent Bridge,2014,India in England ODI Series,ODI,50,"England, India",England,India,international,India,field,India,,,6,,R Ashwin
2014-09-02,4,Birmingham,Edgbaston,2014,India in England ODI Series,ODI,50,"England, India",England,India,international,India,field,India,,,9,,AM Rahane
2014-09-05,5,Leeds,Headingley,2014,India in England ODI Series,ODI,50,"England, India",England,India,international,India,field,England,,41,,,JE Root
2014-05-22,1,London,Kennington Oval,2014,Sri Lanka in England ODI Series,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,Sri Lanka,field,England,,81,,,CJ Jordan
2014-05-25,2,Chester-le-Street,Riverside Ground,2014,Sri Lanka in England ODI Series,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,England,field,Sri Lanka,,157,,,TM Dilshan
2014-05-28,3,Manchester,Old Trafford,2014,Sri Lanka in England ODI Series,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,England,field,England,,,10,,CJ Jordan
2014-05-31,4,London,Lord's,2014,Sri Lanka in England ODI Series,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,England,field,Sri Lanka,,7,,,JC Buttler
2014-06-03,5,Birmingham,Edgbaston,2014,Sri Lanka in England ODI Series,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,England,bat,Sri Lanka,,,6,,HDRL Thirimanne
2013-10-26,2,Potchefstroom,Senwes Park,2013/14,Sri Lanka Women in South Africa ODI Series,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,Sri Lanka,field,South Africa,,67,,,M du Preez
2013-10-28,3,Potchefstroom,Senwes Park,2013/14,Sri Lanka Women in South Africa ODI Series,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,South Africa,field,,no result,,,,
2013-10-29,1,Mirpur,Shere Bangla National Stadium,2013/14,New Zealand in Bangladesh ODI Series,ODI,50,"Bangladesh, New Zealand",Bangladesh,New Zealand,international,New Zealand,field,Bangladesh,,43,,,Rubel Hossain
2013-10-31,2,Mirpur,Shere Bangla National Stadium,2013/14,New Zealand in Bangladesh ODI Series,ODI,50,"Bangladesh, New Zealand",Bangladesh,New Zealand,international,Bangladesh,bat,Bangladesh,,40,,,Sohag Gazi
2013-11-03,3,Fatullah,Khan Shaheb Osman Ali Stadium,2013/14,New Zealand in Bangladesh ODI Series,ODI,50,"Bangladesh, New Zealand",Bangladesh,New Zealand,international,Bangladesh,field,Bangladesh,,,4,,Shamsur Rahman
2013-11-10,1,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013/14,New Zealand in Sri Lanka ODI Series,ODI,50,"Sri Lanka, New Zealand",Sri Lanka,New Zealand,international,New Zealand,field,,no result,,,,
2013-11-12,2,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2013/14,New Zealand in Sri Lanka ODI Series,ODI,50,"Sri Lanka, New Zealand",Sri Lanka,New Zealand,international,Sri Lanka,bat,New Zealand,,,4,,TWM Latham
2013-11-16,3,,Rangiri Dambulla International Stadium,2013/14,New Zealand in Sri Lanka ODI Series,ODI,50,"Sri Lanka, New Zealand",Sri Lanka,New Zealand,international,New Zealand,field,Sri Lanka,,36,,,SMSM Senanayake
2013-11-21,1,Kochi,Nehru Stadium,2013/14,West Indies in India ODI Series,ODI,50,"India, West Indies",India,West Indies,international,West Indies,bat,India,,,6,,V Kohli
2013-11-24,2,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2013/14,West Indies in India ODI Series,ODI,50,"India, West Indies",India,West Indies,international,West Indies,field,West Indies,,,2,,DJG Sammy
2013-11-27,3,Kanpur,Green Park,2013/14,West Indies in India ODI Series,ODI,50,"India, West Indies",India,West Indies,international,India,field,India,,,5,,S Dhawan
2014-05-09,,Aberdeen,Mannofield Park,2014,,ODI,50,"Scotland, England",Scotland,England,international,Scotland,field,England,,39,,,MA Leask
2013-11-24,1,Cape Town,Newlands,2013/14,Pakistan in South Africa ODI Series,ODI,50,"South Africa, Pakistan",South Africa,Pakistan,international,Pakistan,bat,Pakistan,,23,,,Anwar Ali
2013-11-27,2,Port Elizabeth,St George's Park,2013/14,Pakistan in South Africa ODI Series,ODI,50,"South Africa, Pakistan",South Africa,Pakistan,international,South Africa,field,Pakistan,,1,,,Ahmed Shehzad
2013-11-30,3,Centurion,SuperSport Park,2013/14,Pakistan in South Africa ODI Series,ODI,50,"South Africa, Pakistan",South Africa,Pakistan,international,South Africa,field,South Africa,,,4,,VD Philander
2014-02-17,1,Mirpur,Shere Bangla National Stadium,2013/14,Sri Lanka in Bangladesh ODI Series,ODI,50,"Bangladesh, Sri Lanka",Bangladesh,Sri Lanka,international,Bangladesh,field,Sri Lanka,,13,,,NLTC Perera
2014-02-20,2,Mirpur,Shere Bangla National Stadium,2013/14,Sri Lanka in Bangladesh ODI Series,ODI,50,"Bangladesh, Sri Lanka",Bangladesh,Sri Lanka,international,Sri Lanka,bat,Sri Lanka,,61,,,KC Sangakkara
